millis,block_temp_1,block_temp_2,block_temp_mean,temp_cap,block_gradient,cap_gradient,l_btn,r_btn,H70_pwm,H50_pwm,H_CAP_pwm,H70_act,H50_act,H_CAP_act,FAN_act,AZ_5,target_temp_block,target_temp_cap,heat_act
8548,24.00,23.75,23.87,30.25,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0
9226,24.25,23.50,23.87,30.25,0.28,0.35,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0
9905,23.50,23.25,23.37,30.25,0.32,0.35,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0
10584,24.25,23.50,23.87,30.25,0.21,0.35,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0
11263,24.00,23.75,23.87,30.25,0.32,0.35,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0
11946,24.25,23.75,24.00,30.25,0.28,0.35,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0
12624,23.75,23.50,23.62,30.25,0.32,0.35,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0
13302,23.75,24.00,23.87,30.25,0.24,0.35,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0
13980,24.25,23.75,24.00,30.00,0.24,0.35,0,1,0,0,0,0,0,0,0,0,0.00,0.00,0
14658,24.25,23.75,24.00,30.00,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0
15300,24.00,23.25,23.62,30.00,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0
15940,24.25,23.50,23.87,29.75,-0.00,-0.04,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0
16588,24.00,23.50,23.75,30.25,0.00,-0.08,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
17294,24.25,23.50,23.87,29.75,0.07,0.00,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
17999,24.00,23.50,23.75,30.25,-0.00,-0.07,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
18703,24.25,24.00,24.12,30.50,-0.00,0.00,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
19407,25.00,24.75,24.87,31.00,-0.00,0.04,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
20110,25.75,25.25,25.50,31.00,0.18,0.11,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
20817,26.50,26.00,26.25,31.50,0.28,0.11,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
21520,26.75,26.75,26.75,32.25,0.32,0.22,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
22223,27.75,26.75,27.25,33.25,0.35,0.32,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
22926,28.00,28.00,28.00,33.75,0.53,0.47,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
23629,29.25,28.50,28.87,34.50,0.53,0.58,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
24332,29.75,29.00,29.37,35.00,0.75,0.60,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
25038,30.00,29.50,29.75,35.50,0.78,0.75,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
25741,30.75,29.75,30.25,36.50,0.85,0.75,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
26444,31.50,30.75,31.12,37.00,0.92,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
27147,31.75,31.00,31.37,37.75,0.92,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
27850,32.00,32.00,32.00,38.25,0.85,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
28553,32.75,32.00,32.38,39.00,0.78,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
29260,33.75,32.50,33.13,39.50,0.85,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
29963,33.75,33.25,33.50,40.00,0.85,0.89,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
30666,34.25,33.50,33.88,41.00,0.82,0.89,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
31369,34.50,34.00,34.25,41.25,0.71,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
32072,35.25,34.75,35.00,42.00,0.67,0.89,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
32775,35.75,35.25,35.50,43.00,0.75,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
33478,36.50,35.75,36.13,43.50,0.71,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
34184,36.75,36.25,36.50,44.50,0.71,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
34887,37.25,36.50,36.88,45.00,0.71,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
35590,37.75,36.75,37.25,45.50,0.75,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
36293,38.75,37.50,38.13,46.25,0.71,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
36996,38.75,37.75,38.25,47.00,0.71,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
37699,39.75,38.50,39.13,47.75,0.71,1.00,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
38406,40.00,38.25,39.13,48.50,0.78,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
39109,40.25,39.00,39.63,49.25,0.78,1.03,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
39812,41.25,39.50,40.38,49.75,0.71,1.03,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
40515,41.25,39.75,40.50,50.25,0.78,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
41218,42.00,40.00,41.00,50.50,0.68,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
41921,42.50,41.00,41.75,51.75,0.75,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
42627,42.75,41.75,42.25,52.00,0.75,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
43330,43.50,42.50,43.00,53.00,0.71,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
44033,43.50,42.25,42.88,53.25,0.67,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
44742,44.00,42.75,43.38,54.25,0.67,0.89,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
45445,44.50,43.75,44.13,54.75,0.60,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
46148,45.00,44.00,44.50,55.50,0.64,0.89,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
46861,45.25,44.25,44.75,55.50,0.67,0.89,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
47570,46.25,44.50,45.38,57.00,0.57,0.82,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
48273,46.50,45.50,46.00,57.50,0.71,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
48983,47.00,45.50,46.25,58.25,0.64,0.99,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
49694,46.75,46.00,46.38,58.50,0.64,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
50404,47.50,46.75,47.13,59.50,0.57,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
51112,48.25,47.00,47.63,60.25,0.57,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
51818,49.00,47.00,48.00,60.75,0.67,0.99,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
52521,49.00,47.25,48.13,61.25,0.71,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
53224,49.50,48.25,48.88,61.75,0.64,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
53927,49.50,49.00,49.25,62.50,0.64,0.88,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
54630,50.25,49.25,49.75,62.75,0.60,0.99,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
55333,50.25,49.00,49.63,64.00,0.57,0.81,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
56045,51.00,50.25,50.63,64.75,0.53,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
56753,51.75,50.75,51.25,65.25,0.57,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
57463,52.25,51.00,51.63,66.00,0.71,0.95,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
58175,52.75,51.50,52.13,66.25,0.67,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
58883,53.00,51.50,52.25,67.50,0.64,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
59589,53.75,52.25,53.00,68.00,0.57,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
60295,53.50,52.75,53.13,68.25,0.67,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
60998,54.50,53.75,54.13,69.00,0.57,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
61701,55.00,53.75,54.38,69.50,0.71,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
62404,55.25,54.50,54.88,70.50,0.67,0.96,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
63107,55.75,54.75,55.25,71.00,0.71,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
63810,55.50,54.75,55.13,71.25,0.67,0.89,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
64523,57.00,55.75,56.38,71.75,0.53,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
65235,57.50,56.00,56.75,72.75,0.67,0.82,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
65947,57.75,56.25,57.00,73.75,0.67,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
66655,58.25,56.75,57.50,74.00,0.67,0.88,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
67361,58.25,57.50,57.88,74.50,0.64,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
68072,59.00,57.50,58.25,75.50,0.67,0.88,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
68784,59.25,58.00,58.63,76.25,0.64,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
69490,60.50,58.75,59.63,76.75,0.60,0.95,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
70193,60.00,59.00,59.50,77.25,0.74,0.88,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
70896,61.00,59.25,60.13,78.00,0.60,0.88,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
71599,61.25,59.75,60.50,78.25,0.78,0.95,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
72302,62.25,60.25,61.25,79.00,0.60,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
73005,62.50,60.25,61.38,79.50,0.67,0.88,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
73722,63.00,61.25,62.13,80.25,0.67,0.81,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
74425,63.00,61.50,62.25,81.00,0.67,0.88,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
75135,63.75,61.50,62.63,81.50,0.67,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
75846,64.25,62.25,63.25,82.25,0.67,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
76558,64.25,62.75,63.50,82.50,0.71,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
77260,65.00,63.25,64.12,83.25,0.53,0.81,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
77966,65.75,63.00,64.37,83.75,0.71,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
78669,65.25,64.25,64.75,84.25,0.67,0.81,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
79372,65.75,64.50,65.12,85.00,0.57,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
80075,66.25,64.75,65.50,85.75,0.49,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
80778,67.00,65.50,66.25,86.00,0.53,0.89,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
81480,67.25,66.00,66.62,87.00,0.57,0.82,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
82191,67.50,65.75,66.62,87.00,0.60,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
82894,68.00,66.75,67.37,88.00,0.53,0.78,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
83603,68.75,66.75,67.75,88.50,0.53,0.82,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
84311,69.25,67.75,68.50,89.25,0.64,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
85014,69.50,68.00,68.75,89.25,0.60,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
85722,70.00,68.50,69.25,90.25,0.53,0.78,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
86430,70.50,69.00,69.75,90.75,0.67,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
87136,70.75,68.75,69.75,91.25,0.67,0.81,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
87839,71.50,69.75,70.62,92.00,0.64,0.78,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
88542,71.75,70.50,71.12,92.50,0.64,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
89245,71.50,70.50,71.00,93.00,0.64,0.78,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
89948,72.75,71.00,71.87,93.50,0.57,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
90651,73.00,71.50,72.25,94.25,0.67,0.78,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
91358,73.50,71.75,72.62,94.50,0.60,0.81,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
92061,73.75,72.25,73.00,95.75,0.60,0.74,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
92764,73.75,72.50,73.12,96.00,0.60,0.92,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
93467,75.00,73.25,74.12,96.75,0.53,0.82,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
94170,75.25,73.75,74.50,97.25,0.64,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
94873,76.00,74.25,75.12,97.75,0.64,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
95579,76.50,74.25,75.37,98.25,0.64,0.82,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
96282,76.50,74.25,75.37,98.75,0.68,0.82,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
96985,76.75,75.25,76.00,99.00,0.71,0.82,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
97688,77.50,75.50,76.50,100.00,0.57,0.78,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
98393,77.00,76.00,76.50,100.50,0.64,0.82,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
99098,78.00,76.50,77.25,101.00,0.50,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
99807,78.25,77.25,77.75,101.25,0.60,0.75,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
100512,79.00,77.50,78.25,101.75,0.64,0.75,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
101217,79.00,77.50,78.25,102.75,0.57,0.71,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
101922,80.00,78.25,79.12,103.25,0.53,0.78,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
102632,80.50,78.25,79.37,104.00,0.57,0.78,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
103337,79.75,79.25,79.50,104.25,0.57,0.82,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
104046,80.75,79.75,80.25,105.00,0.46,0.78,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
104751,81.25,79.75,80.50,105.00,0.57,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
105456,81.25,80.50,80.87,105.75,0.53,0.71,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
106161,82.25,80.75,81.50,106.50,0.60,0.74,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
106866,83.00,81.00,82.00,107.00,0.60,0.78,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
107571,83.25,81.50,82.37,107.75,0.67,0.81,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
108276,83.50,81.75,82.62,108.00,0.60,0.85,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
108985,84.00,81.75,82.87,108.00,0.64,0.74,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
109690,84.25,82.50,83.37,109.25,0.57,0.67,0,0,255,255,255,1,1,1,0,0,95.00,110.00,1
110395,84.25,83.00,83.62,109.25,0.53,0.74,0,0,255,255,100,1,1,1,0,0,95.00,110.00,1
111100,85.25,83.25,84.25,110.00,0.64,0.71,0,0,255,255,100,1,1,1,0,0,95.00,110.00,1
111803,85.75,83.75,84.75,110.50,0.64,0.71,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
112506,86.25,83.75,85.00,111.00,0.64,0.78,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
113212,86.50,84.25,85.37,111.25,0.71,0.74,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
113915,86.50,85.25,85.87,111.25,0.60,0.67,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
114618,87.25,85.50,86.37,111.00,0.50,0.60,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
115321,87.75,85.75,86.75,111.00,0.57,0.46,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
116024,87.75,86.25,87.00,111.75,0.60,0.43,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
116727,87.75,86.50,87.12,111.50,0.53,0.53,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
117434,89.25,87.50,88.37,111.50,0.50,0.32,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
118137,89.25,87.75,88.50,111.25,0.71,0.32,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
118840,89.25,88.00,88.62,111.25,0.57,0.18,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
119543,90.00,88.50,89.25,111.50,0.50,0.11,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
120246,90.50,88.50,89.50,111.25,0.53,0.07,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
120949,90.50,89.50,90.00,110.75,0.57,0.00,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
121656,91.25,89.50,90.37,111.00,0.57,-0.07,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
122359,92.00,90.00,91.00,111.00,0.57,0.00,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
123062,92.00,90.00,91.00,111.00,0.60,0.00,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
123766,92.25,90.50,91.37,110.75,0.60,-0.11,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
124470,93.00,91.25,92.12,110.00,0.64,-0.11,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
125174,93.50,91.75,92.62,110.75,0.53,-0.21,0,0,255,255,0,1,1,1,0,0,95.00,110.00,1
125882,93.75,91.75,92.75,110.25,0.60,-0.07,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
126586,94.00,92.25,93.12,110.50,0.64,-0.14,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
127290,94.75,92.50,93.62,110.75,0.57,-0.14,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
128002,94.50,92.75,93.62,110.00,0.60,-0.07,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
128700,94.75,92.50,93.62,110.00,0.57,-0.11,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
129399,94.75,92.75,93.75,110.00,0.50,-0.14,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
130097,94.25,92.50,93.37,109.50,0.39,-0.14,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
130801,94.50,92.25,93.37,109.50,0.32,-0.21,0,0,100,100,100,1,1,1,0,0,95.00,110.00,1
131501,94.75,93.00,93.87,109.75,0.32,-0.18,0,0,100,100,100,1,1,1,0,0,95.00,110.00,1
132201,94.50,93.00,93.75,109.75,0.25,-0.04,0,0,100,100,100,1,1,1,0,0,95.00,110.00,1
132901,94.50,93.00,93.75,109.75,0.14,-0.14,0,0,100,100,100,1,1,1,0,0,95.00,110.00,1
133601,94.75,93.00,93.87,109.25,0.11,-0.07,0,0,100,100,100,1,1,1,0,0,95.00,110.00,1
134301,95.00,93.25,94.12,109.25,0.11,-0.18,0,0,100,100,100,1,1,1,0,0,95.00,110.00,1
135006,94.75,92.75,93.75,109.50,0.04,-0.21,0,0,0,0,100,1,1,1,0,0,95.00,110.00,1
135743,95.00,93.00,94.00,109.50,0.04,-0.07,0,0,100,100,100,1,1,1,0,0,95.00,110.00,1
136444,95.00,93.25,94.12,109.50,0.04,-0.07,0,0,0,0,100,1,1,1,0,0,95.00,110.00,1
137148,94.75,93.25,94.00,110.00,0.04,-0.07,0,0,0,0,100,1,1,1,0,0,95.00,110.00,1
137848,95.25,93.25,94.25,110.00,0.07,0.07,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
138548,94.75,93.25,94.00,110.50,0.11,0.07,0,0,0,0,0,1,1,1,0,0,95.00,110.00,1
139251,94.75,92.75,93.75,110.50,0.00,0.10,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
139952,94.75,93.25,94.00,110.50,0.04,0.10,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
140651,94.25,93.00,93.62,110.25,0.04,0.10,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
141351,94.75,93.00,93.87,110.50,-0.07,0.14,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
142056,94.25,93.00,93.62,110.25,-0.03,0.18,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
142758,94.75,93.50,94.12,110.00,-0.07,0.11,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
143471,95.25,93.50,94.37,110.25,-0.04,0.07,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
144177,95.00,93.50,94.25,110.00,0.03,0.11,0,0,0,0,0,1,1,1,0,0,95.00,110.00,1
144882,95.25,93.50,94.37,110.00,0.03,-0.00,0,0,0,0,0,1,1,1,0,0,95.00,110.00,1
145584,95.25,93.50,94.37,109.50,-0.00,-0.00,0,0,0,0,0,1,1,1,0,0,95.00,110.00,1
146291,95.25,93.50,94.37,109.75,0.07,-0.14,0,0,0,0,100,1,1,1,0,0,95.00,110.00,1
146997,95.50,93.50,94.50,109.75,0.07,-0.11,0,0,0,0,100,1,1,1,0,0,95.00,110.00,1
147699,95.25,93.50,94.37,109.50,0.11,-0.11,0,0,0,0,100,1,1,1,0,0,95.00,110.00,1
148398,94.75,93.25,94.00,109.25,0.14,-0.11,0,0,0,0,100,1,1,1,0,0,95.00,110.00,1
149102,94.25,93.50,93.87,109.00,-0.00,-0.18,0,0,100,100,100,1,1,1,0,0,95.00,110.00,1
149806,94.50,93.00,93.75,109.50,-0.00,-0.18,0,0,100,100,100,1,1,1,0,0,95.00,110.00,1
150510,94.50,93.25,93.87,109.50,-0.04,-0.07,0,0,100,100,100,1,1,1,0,0,95.00,110.00,1
151214,94.75,92.75,93.75,109.50,-0.11,-0.11,0,0,100,100,100,1,1,1,0,0,95.00,110.00,1
151935,94.75,93.00,93.87,110.25,-0.04,-0.07,0,0,100,100,100,1,1,1,0,0,95.00,110.00,1
152635,94.50,93.00,93.75,109.75,-0.07,0.03,0,0,100,100,0,1,1,1,0,0,95.00,110.00,1
153343,94.75,93.00,93.87,109.50,-0.11,0.03,0,0,100,100,100,1,1,1,0,0,95.00,110.00,1
154052,95.00,93.50,94.25,110.00,-0.07,-0.04,0,0,100,100,100,1,1,1,0,0,95.00,110.00,1
154757,95.25,93.50,94.37,109.50,-0.07,0.03,0,0,0,0,0,1,1,1,0,0,95.00,110.00,1
155456,95.00,93.75,94.37,110.25,-0.00,-0.00,0,0,0,0,100,1,1,1,0,0,95.00,110.00,1
156157,95.75,94.00,94.87,109.75,0.03,0.14,0,0,0,0,0,1,1,1,0,0,95.00,110.00,1
156858,95.25,94.00,94.62,109.50,0.21,0.11,0,0,0,0,100,1,1,1,0,0,95.00,110.00,1
157557,95.50,94.00,94.75,109.75,0.10,-0.00,0,0,0,0,100,1,1,1,0,0,95.00,110.00,1
158256,95.50,94.00,94.75,110.00,0.14,0.03,0,0,0,0,100,1,1,1,0,0,95.00,110.00,1
158956,95.50,93.50,94.50,109.75,0.11,0.07,0,0,0,0,0,0,0,1,1,0,60.00,110.00,1
159659,95.00,93.50,94.25,110.00,0.11,-0.07,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
160359,95.00,93.00,94.00,110.25,0.07,0.04,0,0,0,0,0,0,0,1,1,0,60.00,110.00,1
161066,94.75,93.00,93.87,110.50,0.03,0.11,0,0,0,0,0,0,0,1,1,0,60.00,110.00,1
161770,94.75,93.50,94.12,110.00,-0.04,0.07,0,0,0,0,0,0,0,1,1,0,60.00,110.00,1
162481,93.75,92.75,93.25,110.50,-0.07,0.07,0,0,0,0,0,0,0,1,1,0,60.00,110.00,1
163182,94.00,92.75,93.37,110.50,-0.18,0.04,0,0,0,0,0,0,0,1,1,0,60.00,110.00,1
163888,93.50,92.25,92.87,110.25,-0.25,0.11,0,0,0,0,0,0,0,1,1,0,60.00,110.00,1
164592,93.00,91.75,92.37,109.75,-0.25,0.11,0,0,0,0,0,0,0,1,1,0,60.00,110.00,1
165301,92.50,91.00,91.75,109.75,-0.35,-0.00,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
166009,91.00,90.50,90.75,109.50,-0.42,-0.04,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
166713,91.00,89.75,90.37,109.50,-0.64,-0.04,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
167417,90.25,88.75,89.50,109.75,-0.57,-0.07,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
168121,89.50,88.50,89.00,109.25,-0.67,-0.07,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
168825,88.75,88.00,88.37,109.25,-0.74,-0.18,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
169529,88.25,87.00,87.62,109.75,-0.85,-0.11,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
170241,87.25,86.50,86.87,109.50,-0.78,-0.11,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
170945,86.50,85.75,86.12,109.75,-0.96,-0.14,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
171654,85.25,84.75,85.00,109.75,-0.99,-0.07,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
172359,84.25,84.25,84.25,110.00,-1.10,-0.00,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
173060,83.50,83.00,83.25,110.00,-1.17,0.03,0,0,0,0,0,0,0,1,1,0,60.00,110.00,1
173761,83.25,82.50,82.87,110.00,-1.06,0.07,0,0,0,0,0,0,0,1,1,0,60.00,110.00,1
174466,82.50,82.00,82.25,109.50,-1.10,0.07,0,0,0,0,0,0,0,1,1,0,60.00,110.00,1
175170,81.50,80.75,81.12,110.00,-1.10,-0.04,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
175871,80.75,80.00,80.37,109.25,-1.13,0.11,0,0,0,0,0,0,0,1,1,0,60.00,110.00,1
176575,79.50,79.50,79.50,109.25,-1.14,-0.00,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
177279,79.25,78.50,78.87,109.75,-1.24,-0.07,0,0,0,0,100,0,0,1,1,0,60.00,110.00,1
