millis,block_temp_1,block_temp_2,block_temp_mean,temp_cap,block_gradient,cap_gradient,l_btn,r_btn,H70_pwm,H50_pwm,H_CAP_pwm,H70_act,H50_act,H_CAP_act,FAN_act,AZ_5,target_temp_block,target_temp_cap,heat_act
1277736,73.25,72.00,72.62,110.00,0.21,0.00,0,0,0,0,0,1,1,1,1,0,72.00,110.00,1
1278438,73.25,71.75,72.50,110.00,0.18,0.04,0,0,0,0,0,1,1,1,1,0,72.00,110.00,1
1279140,73.25,72.25,72.75,110.00,0.21,0.00,0,0,0,0,0,1,1,1,1,0,72.00,110.00,1
1279845,73.25,71.75,72.50,110.00,0.21,0.07,0,0,0,0,0,1,1,1,1,0,72.00,110.00,1
1280547,72.50,72.00,72.25,110.25,0.21,0.04,0,0,0,0,0,1,1,1,1,0,72.00,110.00,1
1281249,72.50,71.25,71.87,109.75,0.11,0.14,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1281954,73.00,71.50,72.25,109.75,0.03,-0.00,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1282659,72.75,71.25,72.00,110.00,0.11,0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1283361,72.25,71.00,71.62,109.75,0.03,0.04,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1284070,72.00,71.25,71.62,110.00,-0.11,0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1284774,71.75,70.75,71.25,110.00,-0.18,-0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1285482,71.00,70.50,70.75,109.50,-0.21,-0.00,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1286193,71.00,70.00,70.50,109.50,-0.32,-0.07,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1286904,70.75,69.50,70.12,109.75,-0.32,-0.07,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1287615,70.50,69.50,70.00,109.75,-0.35,-0.04,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1288330,70.50,69.25,69.87,109.75,-0.28,-0.07,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1289040,69.75,69.25,69.50,110.00,-0.28,0.00,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1289748,70.50,69.00,69.75,109.50,-0.46,0.04,0,0,255,255,0,1,1,1,0,0,72.00,110.00,1
1290459,70.75,69.50,70.12,109.75,-0.32,-0.07,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1291170,70.50,70.00,70.25,109.75,-0.21,-0.00,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1291881,71.00,70.00,70.50,110.00,-0.21,-0.04,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1292594,71.50,70.25,70.87,109.50,-0.11,-0.00,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1293303,71.50,70.25,70.87,110.00,0.07,-0.00,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1294009,71.25,70.00,70.62,110.25,0.07,0.07,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1294715,72.00,71.25,71.62,109.50,0.07,0.07,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1295420,72.00,70.75,71.37,110.00,0.21,-0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1296122,72.25,71.50,71.87,110.00,0.21,0.03,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1296831,72.50,71.50,72.00,110.25,0.35,-0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1297544,72.25,71.50,71.87,110.25,0.28,0.11,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1298246,72.25,71.50,71.87,110.25,0.21,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1298948,72.50,71.25,71.87,110.00,0.25,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1299651,72.50,71.25,71.87,110.25,0.21,-0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1300353,71.75,71.25,71.50,110.00,0.14,0.11,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1301060,72.25,71.00,71.62,109.75,0.03,-0.00,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1301778,72.00,71.00,71.50,109.75,0.14,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1302490,72.00,70.75,71.37,109.75,-0.00,0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1303201,72.00,70.75,71.37,109.25,-0.00,-0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1303911,72.25,71.00,71.62,109.25,-0.04,-0.11,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1304623,71.75,71.00,71.37,109.75,-0.04,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1305340,72.00,70.50,71.25,110.00,-0.07,-0.07,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1306047,71.75,70.75,71.25,109.50,-0.04,-0.04,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1306757,71.25,70.25,70.75,109.50,-0.11,-0.07,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1307467,71.50,70.25,70.87,109.75,-0.18,-0.11,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1308177,71.50,70.75,71.12,109.25,-0.04,-0.04,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1308887,72.00,71.25,71.62,109.50,-0.11,-0.07,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1309593,71.25,70.75,71.00,110.00,-0.00,-0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1310315,72.00,71.00,71.50,109.75,-0.11,0.03,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1311025,72.00,71.50,71.75,110.00,-0.00,0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1311734,72.75,71.25,72.00,110.25,-0.04,0.10,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1312442,72.50,71.50,72.00,110.25,0.14,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1313150,72.25,71.00,71.62,110.50,0.07,0.03,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1313852,72.75,71.25,72.00,110.00,0.07,0.14,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1314557,73.00,71.50,72.25,110.50,0.21,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1315260,72.75,71.50,72.12,110.50,0.21,0.11,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1315962,72.75,70.75,71.75,110.50,0.18,0.18,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1316671,72.50,71.00,71.75,110.00,0.11,0.14,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1317374,71.75,70.75,71.25,109.75,0.18,-0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1318084,72.00,71.25,71.62,110.25,-0.04,-0.00,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1318790,72.50,71.25,71.87,109.75,-0.00,0.03,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1319555,72.25,70.75,71.50,110.25,-0.04,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1320262,72.50,70.50,71.50,109.75,-0.04,0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1320975,72.00,71.25,71.62,110.25,0.03,-0.10,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1321678,72.00,71.25,71.62,109.75,-0.11,0.04,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1322390,72.50,71.25,71.87,109.75,-0.15,-0.10,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1323098,72.00,71.25,71.62,109.25,-0.04,-0.10,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1323807,72.25,71.00,71.62,109.75,-0.11,-0.17,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1324513,72.25,71.25,71.75,109.75,-0.04,-0.03,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1325217,72.25,70.75,71.50,109.75,0.07,0.00,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1325922,71.75,71.25,71.50,109.75,0.03,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1326632,71.75,71.00,71.37,110.25,-0.11,-0.00,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1327340,72.00,71.00,71.50,109.50,-0.07,-0.00,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1328057,72.00,71.00,71.50,110.00,-0.07,-0.03,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1328766,72.00,71.25,71.62,110.25,-0.00,-0.03,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1329468,72.00,71.00,71.50,110.25,-0.00,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1330176,71.50,70.75,71.12,110.50,-0.07,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1330886,72.00,71.25,71.62,110.50,-0.07,0.18,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1331593,72.00,71.75,71.87,110.50,-0.04,0.11,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1332299,72.00,71.25,71.62,110.50,-0.04,0.11,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1333002,72.25,71.25,71.75,110.25,-0.04,0.11,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1333704,71.75,71.50,71.62,110.00,0.07,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1334412,72.25,71.50,71.87,110.25,-0.00,-0.03,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1335114,72.50,71.25,71.87,110.25,0.03,0.11,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1335816,72.50,71.25,71.87,110.00,0.07,0.03,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1336519,72.50,71.50,72.00,109.50,0.07,-0.04,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1337237,72.50,71.25,71.87,109.50,0.07,-0.11,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1337943,72.25,71.50,71.87,109.75,0.14,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1338652,72.25,71.25,71.75,109.25,0.04,-0.11,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1339357,72.00,71.50,71.75,109.50,0.04,-0.18,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1340063,72.25,71.25,71.75,109.25,-0.00,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1340769,72.00,71.25,71.62,109.50,-0.00,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1341477,72.00,71.00,71.50,109.50,0.04,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1342183,72.50,71.25,71.87,109.25,-0.04,-0.11,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1342888,72.25,71.00,71.62,109.50,0.00,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1343594,72.50,71.00,71.75,110.00,-0.04,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1344296,72.00,71.25,71.62,110.00,0.00,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1344999,72.00,70.50,71.25,110.00,-0.07,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1345706,72.00,71.00,71.50,110.25,-0.04,0.04,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1346409,71.50,70.50,71.00,110.00,-0.04,0.14,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1347116,71.25,70.75,71.00,110.25,-0.07,0.07,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1347823,71.75,70.75,71.25,110.00,-0.14,0.14,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1348530,71.25,71.25,71.25,110.25,-0.04,0.07,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1349237,72.00,71.25,71.62,110.00,-0.11,0.11,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1349940,72.00,70.50,71.25,110.25,-0.07,0.11,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1350646,72.25,71.00,71.62,110.00,-0.04,0.11,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1351350,72.25,71.50,71.87,110.00,-0.04,-0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1352053,72.50,71.50,72.00,109.75,0.04,-0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1352758,72.75,71.25,72.00,109.75,0.07,-0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1353463,72.75,71.75,72.25,109.75,0.11,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1354168,72.50,71.75,72.12,109.50,0.18,-0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1354882,72.75,71.00,71.87,109.50,0.18,-0.11,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1355587,72.75,71.25,72.00,109.75,0.14,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1356292,72.25,71.25,71.75,109.00,0.21,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1356997,72.25,70.75,71.50,109.50,0.04,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1357702,72.75,71.25,72.00,109.00,0.04,-0.11,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1358407,72.00,71.25,71.62,109.75,0.07,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1359116,72.25,71.00,71.62,109.75,-0.03,-0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1359822,72.25,71.25,71.75,110.00,-0.03,-0.00,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1360524,71.75,70.75,71.25,110.00,-0.07,0.04,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1361231,72.25,71.00,71.62,110.00,-0.14,0.04,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1361934,72.25,71.25,71.75,110.25,-0.04,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1362636,72.25,71.25,71.75,110.50,-0.07,0.11,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1363343,71.75,71.00,71.37,110.50,-0.07,0.11,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1364050,71.50,71.00,71.25,110.50,-0.07,0.21,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1364757,72.00,71.00,71.50,110.25,-0.11,0.14,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1365460,72.00,70.75,71.37,110.25,-0.11,0.18,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1366163,72.00,71.50,71.75,110.25,-0.00,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1366866,72.75,71.25,72.00,110.00,-0.04,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1367568,72.25,71.25,71.75,110.25,0.07,0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1368273,72.50,71.00,71.75,110.00,0.07,0.04,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1368976,72.75,71.25,72.00,110.00,0.04,-0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1369679,72.50,71.50,72.00,109.75,0.07,-0.04,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1370384,72.75,71.25,72.00,109.50,0.04,-0.11,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1371089,72.25,70.75,71.50,109.50,0.14,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1371794,71.75,70.75,71.25,109.50,0.11,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1372508,71.75,71.50,71.62,109.50,-0.03,-0.11,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1373218,72.75,71.25,72.00,109.25,-0.03,-0.11,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1373923,71.75,71.00,71.37,109.00,0.11,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1374633,72.25,71.00,71.62,109.50,-0.14,-0.14,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1375339,72.50,71.00,71.75,109.50,-0.00,-0.11,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1376045,72.25,71.50,71.87,109.00,-0.00,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1376754,72.00,71.50,71.75,109.25,-0.07,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1377460,73.00,71.75,72.37,109.50,-0.07,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1378165,72.50,71.75,72.12,109.25,0.03,0.00,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1378870,72.75,71.25,72.00,110.00,0.03,-0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1379572,72.75,71.00,71.87,109.75,0.14,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1380276,72.50,71.25,71.87,110.50,0.14,0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1380988,72.75,71.25,72.00,110.50,-0.04,0.18,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1381692,72.75,71.75,72.25,110.50,0.14,0.21,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1382393,72.50,71.25,71.87,110.75,0.07,0.14,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1383098,72.75,70.50,71.62,110.50,0.00,0.18,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1383800,72.00,71.00,71.50,110.75,0.07,0.21,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1384502,72.25,71.25,71.75,110.50,-0.00,0.21,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1385207,72.25,70.50,71.37,110.25,-0.11,0.14,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1385912,72.50,71.00,71.75,110.50,-0.04,0.14,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1386615,72.00,71.25,71.62,109.75,-0.04,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1387321,71.75,71.00,71.37,110.25,-0.11,-0.00,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1388029,72.00,71.00,71.50,110.25,-0.11,-0.04,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1388733,71.75,71.25,71.50,110.25,-0.11,-0.04,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1389441,72.25,71.50,71.87,110.00,-0.14,-0.04,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1390155,72.25,71.00,71.62,109.50,-0.04,-0.11,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1390870,72.00,71.00,71.50,109.75,-0.07,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1391584,72.25,71.25,71.75,110.00,-0.00,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1392289,72.00,71.25,71.62,109.75,-0.00,-0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1393001,72.50,71.25,71.87,110.00,-0.04,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1393707,72.50,70.75,71.62,109.75,-0.00,-0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1394415,72.75,70.75,71.75,109.75,0.07,-0.00,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1395121,72.50,71.50,72.00,109.50,0.14,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1395826,72.00,71.25,71.62,109.75,0.07,-0.11,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1396531,72.25,71.25,71.75,109.50,0.03,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1397237,72.25,71.00,71.62,109.50,-0.00,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1397943,71.75,71.25,71.50,110.00,-0.00,-0.00,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1398650,72.00,71.00,71.50,110.00,-0.04,0.03,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1399367,72.25,71.00,71.62,109.75,-0.04,-0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1400078,72.25,70.50,71.37,109.50,0.03,0.00,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1400787,71.50,70.75,71.12,110.50,-0.04,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1401499,72.00,71.00,71.50,110.25,-0.14,0.11,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1402209,72.25,71.00,71.62,110.50,-0.11,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1402915,71.75,71.25,71.50,110.25,-0.04,0.14,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1403625,72.50,71.25,71.87,109.75,-0.04,0.07,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1404329,72.25,70.50,71.37,110.50,0.03,0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1405031,72.25,71.25,71.75,110.25,-0.00,0.14,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1405733,72.25,71.25,71.75,110.00,0.07,0.04,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1406436,72.25,71.25,71.75,110.25,0.03,-0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1407139,72.25,71.25,71.75,110.00,-0.00,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1407853,72.50,71.25,71.87,109.75,-0.00,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1408558,72.25,71.50,71.87,110.00,0.14,-0.11,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1409268,72.25,71.25,71.75,110.00,0.03,-0.04,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1409978,72.00,71.25,71.62,109.75,-0.00,-0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1410683,72.50,71.25,71.87,109.50,0.04,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1411392,72.25,71.00,71.62,109.50,0.00,-0.03,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1412100,72.50,71.00,71.75,109.25,0.00,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1412805,72.25,71.25,71.75,109.00,0.04,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1413510,72.00,70.50,71.25,109.75,0.00,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1414216,72.00,71.00,71.50,109.75,-0.03,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1414922,71.75,71.00,71.37,109.50,-0.03,-0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1415632,72.25,70.25,71.25,109.75,-0.11,-0.04,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1416337,72.00,71.00,71.50,110.00,0.00,-0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1417129,71.75,70.75,71.25,110.00,-0.03,-0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1417836,72.00,71.00,71.50,110.25,-0.03,0.03,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1418542,72.00,71.75,71.87,110.25,-0.07,0.10,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1419250,72.00,71.25,71.62,110.50,-0.03,0.10,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1419961,72.25,71.25,71.75,110.75,-0.07,0.17,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1420663,72.25,71.00,71.62,110.25,0.00,0.24,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1421369,71.75,71.25,71.50,110.00,0.04,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1422076,71.75,71.00,71.37,110.25,-0.03,0.03,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1422782,72.25,71.50,71.87,110.00,0.00,0.10,0,0,100,100,0,1,1,1,0,0,72.00,110.00,1
1423484,72.50,71.25,71.87,110.25,0.00,0.03,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1424186,72.25,71.00,71.62,110.00,0.07,0.03,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1424889,72.00,71.50,71.75,109.25,0.07,-0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1425599,72.50,71.50,72.00,109.75,-0.00,-0.14,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1426304,71.75,71.00,71.37,109.75,0.07,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1427014,72.25,71.00,71.62,109.00,-0.04,-0.11,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1427720,72.50,71.50,72.00,109.75,-0.00,-0.25,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1428425,71.75,71.50,71.62,109.50,0.03,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1429135,73.00,71.25,72.12,109.00,-0.00,-0.07,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1429844,71.75,71.00,71.37,109.25,0.17,-0.18,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1430554,72.50,71.50,72.00,109.75,-0.07,-0.10,0,0,100,100,100,1,1,1,0,0,72.00,110.00,1
1431260,72.25,71.50,71.87,110.00,-0.00,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1431962,72.50,71.50,72.00,109.50,-0.00,0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1432666,72.75,71.25,72.00,109.50,0.07,0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1433371,72.75,71.50,72.12,110.25,0.03,-0.03,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1434073,73.00,71.25,72.12,110.00,0.14,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1434780,72.75,71.75,72.25,110.00,0.10,0.14,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1435482,72.50,71.50,72.00,110.50,0.03,0.04,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1436184,72.75,71.75,72.25,110.50,0.10,0.14,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1436886,73.00,72.00,72.50,110.25,-0.04,0.21,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1437589,72.50,71.50,72.00,110.25,0.18,0.14,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1438291,72.25,71.50,71.87,109.75,0.00,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1438999,72.75,71.25,72.00,110.25,0.00,-0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1439701,72.50,71.50,72.00,110.00,0.04,0.11,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1440403,72.00,71.00,71.50,110.25,-0.04,0.07,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1441105,72.50,71.25,71.87,109.75,-0.11,0.00,0,0,0,0,0,1,1,1,0,0,72.00,110.00,1
1441811,72.25,71.50,71.87,109.50,-0.07,-0.04,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
1442517,72.25,71.00,71.62,110.00,-0.07,-0.07,0,0,0,0,100,1,1,1,0,0,72.00,110.00,1
